ID,Category,years_experience,education_level,certifications_count,skills_count,fit_score,fit_category
14445309,ADVOCATE,0,4,0,2,40.0,Moderate Fit
35474904,ADVOCATE,0,1,0,2,40.0,Moderate Fit
37348041,ADVOCATE,10,3,6,1,20.0,Weak Fit
89508407,ADVOCATE,0,3,0,1,20.0,Weak Fit
25873425,ADVOCATE,0,4,2,2,40.0,Moderate Fit
31040875,ADVOCATE,0,3,0,0,0.0,Weak Fit
11188218,ADVOCATE,4,3,0,2,40.0,Moderate Fit
73448369,ADVOCATE,0,2,2,2,40.0,Moderate Fit
42164460,ADVOCATE,0,2,2,4,80.0,Strong Fit
18725071,ADVOCATE,10,4,2,1,20.0,Weak Fit
28974459,ADVOCATE,0,0,8,2,40.0,Moderate Fit
38291889,ADVOCATE,0,4,0,2,40.0,Moderate Fit
12171093,ADVOCATE,0,2,1,3,60.0,Strong Fit
13967854,ADVOCATE,0,0,2,2,40.0,Moderate Fit
90468982,ADVOCATE,4,1,0,2,40.0,Moderate Fit
49475708,ADVOCATE,4,1,0,0,0.0,Weak Fit
54067174,ADVOCATE,0,1,1,0,0.0,Weak Fit
49486820,ADVOCATE,0,2,0,2,40.0,Moderate Fit
38860712,ADVOCATE,0,3,0,2,40.0,Moderate Fit
16332348,ADVOCATE,0,4,0,2,40.0,Moderate Fit
34970271,ADVOCATE,0,4,0,0,0.0,Weak Fit
14064815,ADVOCATE,0,4,0,3,60.0,Strong Fit
12544735,ADVOCATE,7,4,2,2,40.0,Moderate Fit
20138606,ADVOCATE,12,4,0,3,60.0,Strong Fit
36694627,ADVOCATE,0,1,0,2,40.0,Moderate Fit
29926588,ADVOCATE,10,4,0,3,60.0,Strong Fit
28206098,ADVOCATE,15,0,2,1,20.0,Weak Fit
20765795,ADVOCATE,10,0,3,3,60.0,Strong Fit
20272792,ADVOCATE,0,0,0,2,40.0,Moderate Fit
20324037,ADVOCATE,0,3,0,2,40.0,Moderate Fit
53169257,ADVOCATE,0,5,0,2,40.0,Moderate Fit
24588864,ADVOCATE,0,4,0,4,80.0,Strong Fit
11963737,ADVOCATE,2,3,0,1,20.0,Weak Fit
13593241,ADVOCATE,0,1,0,1,20.0,Weak Fit
22391901,ADVOCATE,5,4,0,2,40.0,Moderate Fit
10344379,ADVOCATE,0,0,1,3,60.0,Strong Fit
74126637,ADVOCATE,0,3,1,3,60.0,Strong Fit
26071861,ADVOCATE,0,3,0,1,20.0,Weak Fit
24410405,ADVOCATE,25,4,0,2,40.0,Moderate Fit
14146106,ADVOCATE,16,1,0,2,40.0,Moderate Fit
74191424,ADVOCATE,0,4,0,1,20.0,Weak Fit
10186968,ADVOCATE,0,1,0,2,40.0,Moderate Fit
20400279,ADVOCATE,15,2,0,2,40.0,Moderate Fit
23427369,ADVOCATE,18,3,5,2,40.0,Moderate Fit
95714702,ADVOCATE,0,4,0,2,40.0,Moderate Fit
18997135,ADVOCATE,8,3,0,3,60.0,Strong Fit
11773767,ADVOCATE,0,3,1,2,40.0,Moderate Fit
78538268,ADVOCATE,0,3,1,2,40.0,Moderate Fit
13909762,ADVOCATE,0,1,7,1,20.0,Weak Fit
20604208,ADVOCATE,0,1,1,3,60.0,Strong Fit
72652441,ADVOCATE,0,1,0,3,60.0,Strong Fit
24754689,ADVOCATE,0,4,0,2,40.0,Moderate Fit
75057933,ADVOCATE,0,4,0,3,60.0,Strong Fit
19063156,ADVOCATE,20,2,3,2,40.0,Moderate Fit
91051945,ADVOCATE,0,3,2,3,60.0,Strong Fit
14176254,ADVOCATE,0,4,0,0,0.0,Weak Fit
22259475,ADVOCATE,0,2,0,2,40.0,Moderate Fit
37560528,ADVOCATE,2,1,0,2,40.0,Moderate Fit
23577836,ADVOCATE,0,3,0,2,40.0,Moderate Fit
36392131,ADVOCATE,20,3,0,1,20.0,Weak Fit
32965335,ADVOCATE,18,3,1,3,60.0,Strong Fit
21614256,ADVOCATE,0,4,0,2,40.0,Moderate Fit
97405769,ADVOCATE,15,4,0,2,40.0,Moderate Fit
95970987,ADVOCATE,0,4,0,1,20.0,Weak Fit
17021141,ADVOCATE,0,4,1,3,60.0,Strong Fit
15337481,ADVOCATE,0,2,0,1,20.0,Weak Fit
75950464,ADVOCATE,6,4,0,2,40.0,Moderate Fit
19518606,ADVOCATE,0,0,2,2,40.0,Moderate Fit
15727656,ADVOCATE,0,2,0,3,60.0,Strong Fit
31242382,ADVOCATE,0,2,0,2,40.0,Moderate Fit
29173771,ADVOCATE,0,1,0,3,60.0,Strong Fit
19108760,ADVOCATE,0,4,1,4,80.0,Strong Fit
14708590,ADVOCATE,10,3,0,2,40.0,Moderate Fit
77439230,ADVOCATE,0,0,0,4,80.0,Strong Fit
40088790,ADVOCATE,0,3,0,3,60.0,Strong Fit
22042181,ADVOCATE,29,2,1,3,60.0,Strong Fit
29415426,ADVOCATE,10,3,1,0,0.0,Weak Fit
37333719,ADVOCATE,0,4,0,0,0.0,Weak Fit
15313140,ADVOCATE,0,4,0,0,0.0,Weak Fit
13072354,ADVOCATE,0,3,1,1,20.0,Weak Fit
20544228,ADVOCATE,0,3,2,2,40.0,Moderate Fit
30741799,ADVOCATE,7,4,1,1,20.0,Weak Fit
17847636,ADVOCATE,3,0,4,2,40.0,Moderate Fit
80503242,ADVOCATE,19,4,0,2,40.0,Moderate Fit
26456474,ADVOCATE,10,2,6,1,20.0,Weak Fit
10818478,ADVOCATE,0,1,0,2,40.0,Moderate Fit
24124250,ADVOCATE,0,2,3,3,60.0,Strong Fit
37640804,ADVOCATE,4,3,5,2,40.0,Moderate Fit
27182111,ADVOCATE,4,4,2,3,60.0,Strong Fit
11174187,ADVOCATE,20,0,5,1,20.0,Weak Fit
47133747,ADVOCATE,0,2,0,3,60.0,Strong Fit
10659182,ADVOCATE,10,3,3,2,40.0,Moderate Fit
35344611,ADVOCATE,0,2,3,2,40.0,Moderate Fit
13342150,ADVOCATE,0,3,0,2,40.0,Moderate Fit
28111403,ADVOCATE,0,4,0,3,60.0,Strong Fit
34327438,ADVOCATE,0,4,2,1,20.0,Weak Fit
15958967,ADVOCATE,0,5,3,2,40.0,Moderate Fit
13115648,ADVOCATE,0,2,1,4,80.0,Strong Fit
46772262,ADVOCATE,0,4,4,3,60.0,Strong Fit
38059130,ADVOCATE,0,4,2,3,60.0,Strong Fit
24695561,ADVOCATE,0,3,2,3,60.0,Strong Fit
93512385,ADVOCATE,0,1,1,0,0.0,Weak Fit
38698573,ADVOCATE,0,2,1,3,60.0,Strong Fit
18090899,ADVOCATE,0,3,2,3,60.0,Strong Fit
23804341,ADVOCATE,10,2,3,1,20.0,Weak Fit
29177904,ADVOCATE,13,4,0,2,40.0,Moderate Fit
17911230,ADVOCATE,25,3,5,2,40.0,Moderate Fit
19926135,ADVOCATE,0,3,1,2,40.0,Moderate Fit
44115326,ADVOCATE,7,4,1,2,40.0,Moderate Fit
75435017,ADVOCATE,13,2,0,0,0.0,Weak Fit
19234823,ADVOCATE,0,3,0,3,60.0,Strong Fit
13809698,ADVOCATE,0,4,1,1,20.0,Weak Fit
17254634,ADVOCATE,0,2,2,1,20.0,Weak Fit
28871170,ADVOCATE,0,0,0,2,40.0,Moderate Fit
24946537,ADVOCATE,35,0,0,1,20.0,Weak Fit
28635795,ADVOCATE,0,3,0,2,40.0,Moderate Fit
24763208,ADVOCATE,0,3,1,1,20.0,Weak Fit
17165107,ADVOCATE,0,4,3,1,20.0,Weak Fit
65708020,BUSINESS-DEVELOPMENT,10,3,0,1,20.0,Weak Fit
36805025,BUSINESS-DEVELOPMENT,17,3,8,3,60.0,Strong Fit
13080868,BUSINESS-DEVELOPMENT,0,3,0,0,0.0,Weak Fit
20748929,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
26581830,BUSINESS-DEVELOPMENT,0,1,0,3,60.0,Strong Fit
38688388,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
25397102,BUSINESS-DEVELOPMENT,0,4,0,3,60.0,Strong Fit
12059198,BUSINESS-DEVELOPMENT,4,4,0,3,60.0,Strong Fit
10228751,BUSINESS-DEVELOPMENT,10,3,0,1,20.0,Weak Fit
61677751,BUSINESS-DEVELOPMENT,15,3,1,1,20.0,Weak Fit
20553895,BUSINESS-DEVELOPMENT,0,0,1,3,60.0,Strong Fit
18757174,BUSINESS-DEVELOPMENT,0,3,0,3,60.0,Strong Fit
14726000,BUSINESS-DEVELOPMENT,0,4,2,3,60.0,Strong Fit
29208172,BUSINESS-DEVELOPMENT,0,4,2,4,80.0,Strong Fit
40792022,BUSINESS-DEVELOPMENT,0,4,0,2,40.0,Moderate Fit
17095812,BUSINESS-DEVELOPMENT,20,4,0,2,40.0,Moderate Fit
27850777,BUSINESS-DEVELOPMENT,5,3,0,2,40.0,Moderate Fit
90629382,BUSINESS-DEVELOPMENT,0,0,2,4,80.0,Strong Fit
34797369,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
98379112,BUSINESS-DEVELOPMENT,17,3,0,3,60.0,Strong Fit
37521676,BUSINESS-DEVELOPMENT,20,3,6,4,80.0,Strong Fit
10501991,BUSINESS-DEVELOPMENT,0,3,2,2,40.0,Moderate Fit
18293620,BUSINESS-DEVELOPMENT,12,3,0,1,20.0,Weak Fit
19557384,BUSINESS-DEVELOPMENT,7,4,0,2,40.0,Moderate Fit
15423153,BUSINESS-DEVELOPMENT,10,4,0,4,80.0,Strong Fit
20357858,BUSINESS-DEVELOPMENT,15,3,0,3,60.0,Strong Fit
12546838,BUSINESS-DEVELOPMENT,11,4,3,3,60.0,Strong Fit
24647386,BUSINESS-DEVELOPMENT,0,3,0,0,0.0,Weak Fit
23568641,BUSINESS-DEVELOPMENT,20,3,0,2,40.0,Moderate Fit
22423839,BUSINESS-DEVELOPMENT,0,0,0,1,20.0,Weak Fit
19738730,BUSINESS-DEVELOPMENT,0,0,0,1,20.0,Weak Fit
32531824,BUSINESS-DEVELOPMENT,0,2,0,1,20.0,Weak Fit
34046031,BUSINESS-DEVELOPMENT,0,4,1,1,20.0,Weak Fit
14825300,BUSINESS-DEVELOPMENT,0,4,3,3,60.0,Strong Fit
37391947,BUSINESS-DEVELOPMENT,10,2,0,1,20.0,Weak Fit
26896699,BUSINESS-DEVELOPMENT,0,4,1,0,0.0,Weak Fit
11289482,BUSINESS-DEVELOPMENT,0,3,0,3,60.0,Strong Fit
29908929,BUSINESS-DEVELOPMENT,5,3,0,3,60.0,Strong Fit
10704573,BUSINESS-DEVELOPMENT,10,4,0,2,40.0,Moderate Fit
14990354,BUSINESS-DEVELOPMENT,0,4,1,3,60.0,Strong Fit
24964303,BUSINESS-DEVELOPMENT,20,4,0,4,80.0,Strong Fit
82118447,BUSINESS-DEVELOPMENT,0,4,2,3,60.0,Strong Fit
18236085,BUSINESS-DEVELOPMENT,6,3,0,2,40.0,Moderate Fit
29825044,BUSINESS-DEVELOPMENT,8,3,2,1,20.0,Weak Fit
77576845,BUSINESS-DEVELOPMENT,22,3,1,3,60.0,Strong Fit
39237915,BUSINESS-DEVELOPMENT,15,4,1,3,60.0,Strong Fit
28916894,BUSINESS-DEVELOPMENT,0,0,1,3,60.0,Strong Fit
26278597,BUSINESS-DEVELOPMENT,0,3,0,3,60.0,Strong Fit
80275976,BUSINESS-DEVELOPMENT,0,4,2,3,60.0,Strong Fit
11088337,BUSINESS-DEVELOPMENT,0,3,0,1,20.0,Weak Fit
23396633,BUSINESS-DEVELOPMENT,0,4,1,1,20.0,Weak Fit
12814706,BUSINESS-DEVELOPMENT,0,2,0,2,40.0,Moderate Fit
39875803,BUSINESS-DEVELOPMENT,5,3,0,1,20.0,Weak Fit
30938994,BUSINESS-DEVELOPMENT,0,4,0,3,60.0,Strong Fit
16694152,BUSINESS-DEVELOPMENT,0,3,1,2,40.0,Moderate Fit
15233524,BUSINESS-DEVELOPMENT,0,4,0,2,40.0,Moderate Fit
81310245,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
22025574,BUSINESS-DEVELOPMENT,37,4,1,2,40.0,Moderate Fit
13888506,BUSINESS-DEVELOPMENT,0,3,1,3,60.0,Strong Fit
79759716,BUSINESS-DEVELOPMENT,0,0,3,1,20.0,Weak Fit
10541358,BUSINESS-DEVELOPMENT,0,2,0,3,60.0,Strong Fit
31638814,BUSINESS-DEVELOPMENT,6,3,0,1,20.0,Weak Fit
25370801,BUSINESS-DEVELOPMENT,0,3,0,0,0.0,Weak Fit
27796199,BUSINESS-DEVELOPMENT,0,0,0,2,40.0,Moderate Fit
10289113,BUSINESS-DEVELOPMENT,8,3,0,2,40.0,Moderate Fit
27219200,BUSINESS-DEVELOPMENT,0,3,3,2,40.0,Moderate Fit
10235211,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
14287992,BUSINESS-DEVELOPMENT,0,4,0,3,60.0,Strong Fit
47067533,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
14241621,BUSINESS-DEVELOPMENT,7,4,0,3,60.0,Strong Fit
27213082,BUSINESS-DEVELOPMENT,8,4,5,3,60.0,Strong Fit
31813535,BUSINESS-DEVELOPMENT,8,4,6,3,60.0,Strong Fit
17115815,BUSINESS-DEVELOPMENT,0,2,1,2,40.0,Moderate Fit
20317319,BUSINESS-DEVELOPMENT,10,2,0,1,20.0,Weak Fit
38007664,BUSINESS-DEVELOPMENT,32,0,1,2,40.0,Moderate Fit
24412546,BUSINESS-DEVELOPMENT,5,4,0,1,20.0,Weak Fit
29014805,BUSINESS-DEVELOPMENT,15,4,5,4,80.0,Strong Fit
12377803,BUSINESS-DEVELOPMENT,0,4,0,1,20.0,Weak Fit
32385553,BUSINESS-DEVELOPMENT,0,1,0,3,60.0,Strong Fit
13199813,BUSINESS-DEVELOPMENT,0,3,0,3,60.0,Strong Fit
11551946,BUSINESS-DEVELOPMENT,20,4,0,1,20.0,Weak Fit
22765255,BUSINESS-DEVELOPMENT,12,4,3,3,60.0,Strong Fit
20427934,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
35673335,BUSINESS-DEVELOPMENT,2,0,0,0,0.0,Weak Fit
16846478,BUSINESS-DEVELOPMENT,0,3,0,1,20.0,Weak Fit
89197180,BUSINESS-DEVELOPMENT,0,3,2,2,40.0,Moderate Fit
36574147,BUSINESS-DEVELOPMENT,15,4,0,1,20.0,Weak Fit
27004930,BUSINESS-DEVELOPMENT,0,3,0,3,60.0,Strong Fit
12230301,BUSINESS-DEVELOPMENT,20,2,0,3,60.0,Strong Fit
59696315,BUSINESS-DEVELOPMENT,0,2,0,4,80.0,Strong Fit
20633855,BUSINESS-DEVELOPMENT,3,0,1,1,20.0,Weak Fit
18311419,BUSINESS-DEVELOPMENT,0,3,1,1,20.0,Weak Fit
16091352,BUSINESS-DEVELOPMENT,2,4,1,0,0.0,Weak Fit
27375577,BUSINESS-DEVELOPMENT,14,4,0,0,0.0,Weak Fit
25813953,BUSINESS-DEVELOPMENT,0,4,0,1,20.0,Weak Fit
76916835,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
17730889,BUSINESS-DEVELOPMENT,0,4,1,3,60.0,Strong Fit
67501448,BUSINESS-DEVELOPMENT,0,4,0,3,60.0,Strong Fit
17421910,BUSINESS-DEVELOPMENT,0,4,0,1,20.0,Weak Fit
12632728,BUSINESS-DEVELOPMENT,0,0,0,0,0.0,Weak Fit
91467795,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
13574264,BUSINESS-DEVELOPMENT,0,3,0,2,40.0,Moderate Fit
27139412,BUSINESS-DEVELOPMENT,0,0,0,3,60.0,Strong Fit
14070138,BUSINESS-DEVELOPMENT,0,3,2,2,40.0,Moderate Fit
15811992,BUSINESS-DEVELOPMENT,30,4,0,2,40.0,Moderate Fit
14871762,BUSINESS-DEVELOPMENT,5,4,2,3,60.0,Strong Fit
17597372,BUSINESS-DEVELOPMENT,0,3,5,0,0.0,Weak Fit
18937778,BUSINESS-DEVELOPMENT,15,3,0,1,20.0,Weak Fit
14861855,BUSINESS-DEVELOPMENT,0,4,0,3,60.0,Strong Fit
36170003,BUSINESS-DEVELOPMENT,13,3,0,2,40.0,Moderate Fit
27937592,BUSINESS-DEVELOPMENT,0,4,3,1,20.0,Weak Fit
16519708,BUSINESS-DEVELOPMENT,0,4,0,1,20.0,Weak Fit
17602815,BUSINESS-DEVELOPMENT,12,4,0,2,40.0,Moderate Fit
28337049,BUSINESS-DEVELOPMENT,0,3,0,1,20.0,Weak Fit
33424600,BUSINESS-DEVELOPMENT,10,3,0,1,20.0,Weak Fit
32042584,BUSINESS-DEVELOPMENT,0,3,0,0,0.0,Weak Fit
14752209,BUSINESS-DEVELOPMENT,0,1,0,2,40.0,Moderate Fit
31273310,BUSINESS-DEVELOPMENT,0,4,1,3,60.0,Strong Fit
14055971,BUSINESS-DEVELOPMENT,0,1,0,3,60.0,Strong Fit
95382114,BUSINESS-DEVELOPMENT,0,4,0,3,60.0,Strong Fit
23617240,HEALTHCARE,0,3,2,1,20.0,Weak Fit
23138078,HEALTHCARE,0,4,4,3,60.0,Strong Fit
51777546,HEALTHCARE,0,4,0,2,40.0,Moderate Fit
69199666,HEALTHCARE,0,3,2,0,0.0,Weak Fit
93988900,HEALTHCARE,10,4,4,4,80.0,Strong Fit
41910253,HEALTHCARE,0,2,0,5,100.0,Strong Fit
28670024,HEALTHCARE,0,4,4,2,40.0,Moderate Fit
36625776,HEALTHCARE,0,4,4,1,20.0,Weak Fit
96260484,HEALTHCARE,0,4,0,2,40.0,Moderate Fit
11378657,HEALTHCARE,0,2,0,3,60.0,Strong Fit
34962725,HEALTHCARE,0,3,1,2,40.0,Moderate Fit
18365443,HEALTHCARE,10,4,1,3,60.0,Strong Fit
26125407,HEALTHCARE,0,4,3,1,20.0,Weak Fit
54934269,HEALTHCARE,5,4,2,2,40.0,Moderate Fit
37374340,HEALTHCARE,20,4,0,3,60.0,Strong Fit
25328428,HEALTHCARE,3,1,8,2,40.0,Moderate Fit
56520872,HEALTHCARE,0,4,3,1,20.0,Weak Fit
23944036,HEALTHCARE,0,4,0,0,0.0,Weak Fit
19090468,HEALTHCARE,0,3,4,2,40.0,Moderate Fit
16132195,HEALTHCARE,4,1,7,2,40.0,Moderate Fit
27030979,HEALTHCARE,0,1,0,4,80.0,Strong Fit
17960690,HEALTHCARE,15,4,0,1,20.0,Weak Fit
17624934,HEALTHCARE,18,4,2,4,80.0,Strong Fit
22008817,HEALTHCARE,0,4,1,4,80.0,Strong Fit
20835760,HEALTHCARE,3,4,0,3,60.0,Strong Fit
87520378,HEALTHCARE,0,4,0,3,60.0,Strong Fit
58879993,HEALTHCARE,0,4,0,3,60.0,Strong Fit
64471954,HEALTHCARE,0,0,1,2,40.0,Moderate Fit
18714571,HEALTHCARE,0,2,2,2,40.0,Moderate Fit
20748468,HEALTHCARE,0,4,0,2,40.0,Moderate Fit
98300955,HEALTHCARE,8,3,0,2,40.0,Moderate Fit
11653906,HEALTHCARE,0,4,0,2,40.0,Moderate Fit
10466208,HEALTHCARE,0,3,1,2,40.0,Moderate Fit
13352113,HEALTHCARE,0,1,4,1,20.0,Weak Fit
20110597,HEALTHCARE,0,1,4,1,20.0,Weak Fit
20211577,HEALTHCARE,0,2,0,2,40.0,Moderate Fit
12315079,HEALTHCARE,0,0,2,2,40.0,Moderate Fit
10480456,HEALTHCARE,0,4,3,4,80.0,Strong Fit
75297735,HEALTHCARE,25,4,2,2,40.0,Moderate Fit
49325370,HEALTHCARE,0,4,2,2,40.0,Moderate Fit
21866029,HEALTHCARE,9,4,0,2,40.0,Moderate Fit
14667957,HEALTHCARE,2,4,5,1,20.0,Weak Fit
10062724,HEALTHCARE,18,4,0,2,40.0,Moderate Fit
43994605,HEALTHCARE,15,3,0,3,60.0,Strong Fit
23814777,HEALTHCARE,0,2,2,3,60.0,Strong Fit
28745844,HEALTHCARE,0,0,4,1,20.0,Weak Fit
17864043,HEALTHCARE,0,0,0,1,20.0,Weak Fit
16121387,HEALTHCARE,0,4,5,3,60.0,Strong Fit
10076271,HEALTHCARE,0,4,0,3,60.0,Strong Fit
80876647,HEALTHCARE,0,4,3,1,20.0,Weak Fit
36861863,HEALTHCARE,0,3,0,0,0.0,Weak Fit
24025053,HEALTHCARE,0,4,0,2,40.0,Moderate Fit
17545780,HEALTHCARE,0,0,0,3,60.0,Strong Fit
95011061,HEALTHCARE,0,0,1,2,40.0,Moderate Fit
13565152,HEALTHCARE,0,3,0,2,40.0,Moderate Fit
75744306,HEALTHCARE,0,4,0,2,40.0,Moderate Fit
26908066,HEALTHCARE,0,3,0,2,40.0,Moderate Fit
11704150,HEALTHCARE,0,2,0,1,20.0,Weak Fit
27917969,HEALTHCARE,0,4,0,1,20.0,Weak Fit
12613221,HEALTHCARE,0,3,5,1,20.0,Weak Fit
15680735,HEALTHCARE,18,4,0,1,20.0,Weak Fit
13575312,HEALTHCARE,20,4,4,2,40.0,Moderate Fit
15636923,HEALTHCARE,4,1,8,2,40.0,Moderate Fit
14062078,HEALTHCARE,8,4,0,2,40.0,Moderate Fit
37001381,HEALTHCARE,16,3,10,2,40.0,Moderate Fit
32219038,HEALTHCARE,0,3,2,1,20.0,Weak Fit
10251432,HEALTHCARE,15,4,0,1,20.0,Weak Fit
28423028,HEALTHCARE,10,0,3,2,40.0,Moderate Fit
46349752,HEALTHCARE,0,0,2,1,20.0,Weak Fit
26958533,HEALTHCARE,0,2,0,1,20.0,Weak Fit
23110214,HEALTHCARE,0,4,0,3,60.0,Strong Fit
17963031,HEALTHCARE,20,4,6,1,20.0,Weak Fit
60624892,HEALTHCARE,21,4,1,4,80.0,Strong Fit
23918545,HEALTHCARE,3,2,1,2,40.0,Moderate Fit
20172393,HEALTHCARE,0,3,3,2,40.0,Moderate Fit
39082090,HEALTHCARE,20,4,4,3,60.0,Strong Fit
98309114,HEALTHCARE,20,4,13,2,40.0,Moderate Fit
16702198,HEALTHCARE,25,3,4,2,40.0,Moderate Fit
45907524,HEALTHCARE,0,3,1,2,40.0,Moderate Fit
12333703,HEALTHCARE,0,2,2,2,40.0,Moderate Fit
15499825,HEALTHCARE,10,2,1,2,40.0,Moderate Fit
85417107,HEALTHCARE,10,4,2,1,20.0,Weak Fit
33750209,HEALTHCARE,7,4,3,0,0.0,Weak Fit
24548333,HEALTHCARE,3,3,2,3,60.0,Strong Fit
16356151,HEALTHCARE,22,3,4,2,40.0,Moderate Fit
20736486,HEALTHCARE,21,2,5,3,60.0,Strong Fit
18784594,HEALTHCARE,10,4,2,1,20.0,Weak Fit
85421438,HEALTHCARE,0,3,0,2,40.0,Moderate Fit
33803142,HEALTHCARE,20,3,1,3,60.0,Strong Fit
47996197,HEALTHCARE,10,0,0,2,40.0,Moderate Fit
11605833,HEALTHCARE,4,3,3,2,40.0,Moderate Fit
25451319,HEALTHCARE,28,3,1,4,80.0,Strong Fit
91478356,HEALTHCARE,6,2,2,0,0.0,Weak Fit
29134372,HEALTHCARE,0,3,0,2,40.0,Moderate Fit
35579812,HEALTHCARE,20,3,4,2,40.0,Moderate Fit
12938200,HEALTHCARE,0,4,1,2,40.0,Moderate Fit
31926950,HEALTHCARE,0,3,0,3,60.0,Strong Fit
32563518,HEALTHCARE,10,4,3,4,80.0,Strong Fit
29992154,HEALTHCARE,3,2,3,3,60.0,Strong Fit
25974844,HEALTHCARE,0,3,0,2,40.0,Moderate Fit
18129173,HEALTHCARE,0,3,1,1,20.0,Weak Fit
26585242,HEALTHCARE,0,4,2,2,40.0,Moderate Fit
26695839,HEALTHCARE,0,4,0,3,60.0,Strong Fit
10568183,HEALTHCARE,0,3,1,2,40.0,Moderate Fit
24550866,HEALTHCARE,0,4,2,2,40.0,Moderate Fit
34594746,HEALTHCARE,0,1,0,2,40.0,Moderate Fit
25834360,HEALTHCARE,25,3,1,0,0.0,Weak Fit
27090089,HEALTHCARE,0,3,1,3,60.0,Strong Fit
35422305,HEALTHCARE,16,4,1,1,20.0,Weak Fit
18484846,HEALTHCARE,0,1,0,1,20.0,Weak Fit
18949843,HEALTHCARE,0,3,2,3,60.0,Strong Fit
17539842,HEALTHCARE,0,4,5,1,20.0,Weak Fit
36868767,HEALTHCARE,10,4,1,1,20.0,Weak Fit
97169343,HEALTHCARE,0,2,1,1,20.0,Weak Fit
31395710,HEALTHCARE,15,3,0,0,0.0,Weak Fit
17576030,FITNESS,0,4,2,0,0.0,Weak Fit
24444525,FITNESS,10,4,2,2,40.0,Moderate Fit
10268614,FITNESS,0,4,1,3,60.0,Strong Fit
29792535,FITNESS,0,4,3,1,20.0,Weak Fit
15932017,FITNESS,0,1,3,2,40.0,Moderate Fit
23063986,FITNESS,4,3,1,4,80.0,Strong Fit
10816645,FITNESS,0,3,0,1,20.0,Weak Fit
11522068,FITNESS,0,1,0,2,40.0,Moderate Fit
10568350,FITNESS,0,2,0,2,40.0,Moderate Fit
18767449,FITNESS,0,3,0,2,40.0,Moderate Fit
20457611,FITNESS,7,4,5,2,40.0,Moderate Fit
54259150,FITNESS,0,4,6,4,80.0,Strong Fit
67032711,FITNESS,0,3,0,2,40.0,Moderate Fit
12019284,FITNESS,0,4,0,3,60.0,Strong Fit
38650096,FITNESS,0,3,4,1,20.0,Weak Fit
32651555,FITNESS,0,4,0,2,40.0,Moderate Fit
55746506,FITNESS,15,0,3,0,0.0,Weak Fit
10235429,FITNESS,0,4,4,3,60.0,Strong Fit
30757456,FITNESS,0,3,14,3,60.0,Strong Fit
19037403,FITNESS,0,2,7,2,40.0,Moderate Fit
32636041,FITNESS,0,4,5,4,80.0,Strong Fit
27974588,FITNESS,0,3,6,0,0.0,Weak Fit
24251588,FITNESS,10,3,4,1,20.0,Weak Fit
97123005,FITNESS,10,3,0,1,20.0,Weak Fit
38642923,FITNESS,0,4,6,3,60.0,Strong Fit
39805617,FITNESS,5,4,7,2,40.0,Moderate Fit
20565486,FITNESS,4,4,6,3,60.0,Strong Fit
28669770,FITNESS,3,4,1,1,20.0,Weak Fit
17660419,FITNESS,0,0,2,0,0.0,Weak Fit
22855060,FITNESS,10,2,3,3,60.0,Strong Fit
17163375,FITNESS,0,3,4,1,20.0,Weak Fit
35302620,FITNESS,5,3,0,1,20.0,Weak Fit
19599699,FITNESS,0,3,0,1,20.0,Weak Fit
17286050,FITNESS,0,4,0,1,20.0,Weak Fit
15293959,FITNESS,0,4,8,3,60.0,Strong Fit
10428916,FITNESS,0,3,0,1,20.0,Weak Fit
52684666,FITNESS,0,3,5,3,60.0,Strong Fit
19774173,FITNESS,0,4,1,1,20.0,Weak Fit
23011221,FITNESS,0,0,4,3,60.0,Strong Fit
13367322,FITNESS,0,4,13,2,40.0,Moderate Fit
16038911,FITNESS,0,1,9,1,20.0,Weak Fit
30990885,FITNESS,0,3,3,2,40.0,Moderate Fit
12923795,FITNESS,0,0,0,2,40.0,Moderate Fit
20279756,FITNESS,20,3,6,4,80.0,Strong Fit
25838512,FITNESS,10,3,0,2,40.0,Moderate Fit
17431847,FITNESS,0,4,4,3,60.0,Strong Fit
28321954,FITNESS,2,2,0,3,60.0,Strong Fit
11332602,FITNESS,10,3,0,1,20.0,Weak Fit
17166018,FITNESS,0,0,1,1,20.0,Weak Fit
29573698,FITNESS,0,2,0,2,40.0,Moderate Fit
95769832,FITNESS,3,1,0,1,20.0,Weak Fit
89858892,FITNESS,0,2,0,2,40.0,Moderate Fit
22488036,FITNESS,5,4,2,3,60.0,Strong Fit
22093368,FITNESS,8,4,4,2,40.0,Moderate Fit
31042953,FITNESS,0,3,9,2,40.0,Moderate Fit
24994145,FITNESS,0,0,1,1,20.0,Weak Fit
56286525,FITNESS,12,4,0,2,40.0,Moderate Fit
